date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:19:36	39985/39985	---MCZ	200	added ('OK')	text/html	date:Tue,%2010%20Nov%202015%2016:36:10%20GMT	http://templatecycle.com/tshop/v-1.5/white/blog-details.html	E:/My%20Templates/TSHOP/templatecycle.com/tshop/v-1.5/white/blog-details.html	(from http://templatecycle.com/tshop/v-1.5/white/index.html)
16:19:36	39911/39911	---MCZ	200	added ('OK')	text/html	date:Tue,%2010%20Nov%202015%2016:36:53%20GMT	http://templatecycle.com/tshop/v-1.5/white/order-status.html	E:/My%20Templates/TSHOP/templatecycle.com/tshop/v-1.5/white/order-status.html	(from http://templatecycle.com/tshop/v-1.5/white/index.html)
16:19:36	40781/40781	---MCZ	200	added ('OK')	text/html	date:Tue,%2010%20Nov%202015%2016:36:11%20GMT	http://templatecycle.com/tshop/v-1.5/white/blog.html	E:/My%20Templates/TSHOP/templatecycle.com/tshop/v-1.5/white/blog.html	(from http://templatecycle.com/tshop/v-1.5/white/index.html)
16:19:36	6047/6047	---MCZ	200	added ('OK')	text/html	date:Tue,%2010%20Nov%202015%2016:37:06%20GMT	http://templatecycle.com/tshop/v-1.5/white/single-subscribe-modal.html	E:/My%20Templates/TSHOP/templatecycle.com/tshop/v-1.5/white/single-subscribe-modal.html	(from http://templatecycle.com/tshop/v-1.5/white/index.html)
16:19:37	33067/33067	---MCZ	200	added ('OK')	text/html	date:Tue,%2010%20Nov%202015%2016:36:28%20GMT	http://templatecycle.com/tshop/v-1.5/white/error-page.html	E:/My%20Templates/TSHOP/templatecycle.com/tshop/v-1.5/white/error-page.html	(from http://templatecycle.com/tshop/v-1.5/white/index.html)
16:19:37	41782/41782	---MCZ	200	added ('OK')	text/html	date:Tue,%2010%20Nov%202015%2016:36:30%20GMT	http://templatecycle.com/tshop/v-1.5/white/form.html	E:/My%20Templates/TSHOP/templatecycle.com/tshop/v-1.5/white/form.html	(from http://templatecycle.com/tshop/v-1.5/white/index.html)
16:19:38	33144/33144	---MCZ	200	added ('OK')	text/html	date:Tue,%2010%20Nov%202015%2016:36:09%20GMT	http://templatecycle.com/tshop/v-1.5/white/blank-page.html	E:/My%20Templates/TSHOP/templatecycle.com/tshop/v-1.5/white/blank-page.html	(from http://templatecycle.com/tshop/v-1.5/white/index.html)
16:19:38	8558/8558	---MCZ	200	added ('OK')	text/html	date:Tue,%2010%20Nov%202015%2017:45:36%20GMT	http://templatecycle.com/tshop/v-1.5/white/all-page-link.html	E:/My%20Templates/TSHOP/templatecycle.com/tshop/v-1.5/white/all-page-link.html	(from http://templatecycle.com/tshop/v-1.5/white/index.html)
16:19:38	13473/13473	---M--	200	added ('OK')	image/jpeg	date:Tue,%2010%20Nov%202015%2016:40:49%20GMT	http://templatecycle.com/tshop/v-1.5/white/images/site/winter.jpg	E:/My%20Templates/TSHOP/templatecycle.com/tshop/v-1.5/white/images/site/winter.jpg	(from http://templatecycle.com/tshop/v-1.5/white/index.html)
16:19:53	91097/91097	---M--	200	added ('OK')	image/jpeg	date:Tue,%2010%20Nov%202015%2016:40:54%20GMT	http://templatecycle.com/tshop/v-1.5/white/images/slider/slider1.jpg	E:/My%20Templates/TSHOP/templatecycle.com/tshop/v-1.5/white/images/slider/slider1.jpg	(from http://templatecycle.com/tshop/v-1.5/white/index.html)
16:19:54	96398/96398	---M--	200	added ('OK')	image/jpeg	date:Tue,%2010%20Nov%202015%2016:40:58%20GMT	http://templatecycle.com/tshop/v-1.5/white/images/slider/slider4.jpg	E:/My%20Templates/TSHOP/templatecycle.com/tshop/v-1.5/white/images/slider/slider4.jpg	(from http://templatecycle.com/tshop/v-1.5/white/index.html)
16:19:55	11253/11253	---M--	200	added ('OK')	image/png	date:Tue,%2010%20Nov%202015%2016:40:52%20GMT	http://templatecycle.com/tshop/v-1.5/white/images/slider/color.png	E:/My%20Templates/TSHOP/templatecycle.com/tshop/v-1.5/white/images/slider/color.png	(from http://templatecycle.com/tshop/v-1.5/white/index.html)
16:19:56	3279/3279	---MCZ	200	added ('OK')	text/html	date:Tue,%2010%20Nov%202015%2016:37:13%20GMT	http://templatecycle.com/tshop/v-1.5/white/ajax/product.html	E:/My%20Templates/TSHOP/templatecycle.com/tshop/v-1.5/white/ajax/product.html	(from http://templatecycle.com/tshop/v-1.5/white/index.html)
16:19:59	130983/130983	---M--	200	added ('OK')	image/jpeg	date:Tue,%2010%20Nov%202015%2016:40:56%20GMT	http://templatecycle.com/tshop/v-1.5/white/images/slider/slider3.jpg	E:/My%20Templates/TSHOP/templatecycle.com/tshop/v-1.5/white/images/slider/slider3.jpg	(from http://templatecycle.com/tshop/v-1.5/white/index.html)
16:20:01	27957/27957	---M--	200	added ('OK')	image/jpeg	date:Tue,%2010%20Nov%202015%2016:40:04%20GMT	http://templatecycle.com/tshop/v-1.5/white/images/product/34.jpg	E:/My%20Templates/TSHOP/templatecycle.com/tshop/v-1.5/white/images/product/34.jpg	(from http://templatecycle.com/tshop/v-1.5/white/index.html)
16:20:02	159510/159510	---M--	200	added ('OK')	image/jpeg	date:Tue,%2010%20Nov%202015%2016:40:54%20GMT	http://templatecycle.com/tshop/v-1.5/white/images/slider/slider0.jpg	E:/My%20Templates/TSHOP/templatecycle.com/tshop/v-1.5/white/images/slider/slider0.jpg	(from http://templatecycle.com/tshop/v-1.5/white/index.html)
16:20:03	54641/54641	---M--	200	added ('OK')	image/jpeg	date:Tue,%2010%20Nov%202015%2016:40:53%20GMT	http://templatecycle.com/tshop/v-1.5/white/images/slider/6.jpg	E:/My%20Templates/TSHOP/templatecycle.com/tshop/v-1.5/white/images/slider/6.jpg	(from http://templatecycle.com/tshop/v-1.5/white/index.html)
16:20:04	29735/29735	---M--	200	added ('OK')	image/jpeg	date:Tue,%2010%20Nov%202015%2016:40:01%20GMT	http://templatecycle.com/tshop/v-1.5/white/images/product/30.jpg	E:/My%20Templates/TSHOP/templatecycle.com/tshop/v-1.5/white/images/product/30.jpg	(from http://templatecycle.com/tshop/v-1.5/white/index.html)
16:20:05	24857/24857	---M--	200	added ('OK')	image/jpeg	date:Tue,%2010%20Nov%202015%2016:40:05%20GMT	http://templatecycle.com/tshop/v-1.5/white/images/product/36.jpg	E:/My%20Templates/TSHOP/templatecycle.com/tshop/v-1.5/white/images/product/36.jpg	(from http://templatecycle.com/tshop/v-1.5/white/index.html)
16:20:06	21054/21054	---M--	200	added ('OK')	image/jpeg	date:Tue,%2010%20Nov%202015%2016:40:18%20GMT	http://templatecycle.com/tshop/v-1.5/white/images/product/9.jpg	E:/My%20Templates/TSHOP/templatecycle.com/tshop/v-1.5/white/images/product/9.jpg	(from http://templatecycle.com/tshop/v-1.5/white/index.html)
16:20:08	25119/25119	---M--	200	added ('OK')	image/jpeg	date:Tue,%2010%20Nov%202015%2016:39:48%20GMT	http://templatecycle.com/tshop/v-1.5/white/images/product/13.jpg	E:/My%20Templates/TSHOP/templatecycle.com/tshop/v-1.5/white/images/product/13.jpg	(from http://templatecycle.com/tshop/v-1.5/white/index.html)
16:20:08	30767/30767	---M--	200	added ('OK')	image/jpeg	date:Tue,%2010%20Nov%202015%2016:39:48%20GMT	http://templatecycle.com/tshop/v-1.5/white/images/product/12.jpg	E:/My%20Templates/TSHOP/templatecycle.com/tshop/v-1.5/white/images/product/12.jpg	(from http://templatecycle.com/tshop/v-1.5/white/index.html)
16:20:10	25768/25768	---M--	200	added ('OK')	image/jpeg	date:Tue,%2010%20Nov%202015%2016:39:54%20GMT	http://templatecycle.com/tshop/v-1.5/white/images/product/21.jpg	E:/My%20Templates/TSHOP/templatecycle.com/tshop/v-1.5/white/images/product/21.jpg	(from http://templatecycle.com/tshop/v-1.5/white/index.html)
16:20:11	32409/32409	---M--	200	added ('OK')	image/jpeg	date:Tue,%2010%20Nov%202015%2016:39:56%20GMT	http://templatecycle.com/tshop/v-1.5/white/images/product/24.jpg	E:/My%20Templates/TSHOP/templatecycle.com/tshop/v-1.5/white/images/product/24.jpg	(from http://templatecycle.com/tshop/v-1.5/white/index.html)
16:20:12	23415/23415	---M--	200	added ('OK')	image/jpeg	date:Tue,%2010%20Nov%202015%2016:39:55%20GMT	http://templatecycle.com/tshop/v-1.5/white/images/product/22.jpg	E:/My%20Templates/TSHOP/templatecycle.com/tshop/v-1.5/white/images/product/22.jpg	(from http://templatecycle.com/tshop/v-1.5/white/index.html)
16:20:13	31134/31134	---M--	200	added ('OK')	image/jpeg	date:Tue,%2010%20Nov%202015%2016:39:49%20GMT	http://templatecycle.com/tshop/v-1.5/white/images/product/15.jpg	E:/My%20Templates/TSHOP/templatecycle.com/tshop/v-1.5/white/images/product/15.jpg	(from http://templatecycle.com/tshop/v-1.5/white/index.html)
16:20:16	36406/36406	---M--	200	added ('OK')	image/jpeg	date:Tue,%2010%20Nov%202015%2016:39:51%20GMT	http://templatecycle.com/tshop/v-1.5/white/images/product/18.jpg	E:/My%20Templates/TSHOP/templatecycle.com/tshop/v-1.5/white/images/product/18.jpg	(from http://templatecycle.com/tshop/v-1.5/white/index.html)
16:20:16	20545/20545	---M--	200	added ('OK')	image/jpeg	date:Tue,%2010%20Nov%202015%2016:40:02%20GMT	http://templatecycle.com/tshop/v-1.5/white/images/product/31.jpg	E:/My%20Templates/TSHOP/templatecycle.com/tshop/v-1.5/white/images/product/31.jpg	(from http://templatecycle.com/tshop/v-1.5/white/index.html)
16:20:16	29223/29223	---M--	200	added ('OK')	image/jpeg	date:Tue,%2010%20Nov%202015%2016:40:16%20GMT	http://templatecycle.com/tshop/v-1.5/white/images/product/7.jpg	E:/My%20Templates/TSHOP/templatecycle.com/tshop/v-1.5/white/images/product/7.jpg	(from http://templatecycle.com/tshop/v-1.5/white/index.html)
16:20:18	38245/38245	---M--	200	added ('OK')	image/jpeg	date:Tue,%2010%20Nov%202015%2016:40:03%20GMT	http://templatecycle.com/tshop/v-1.5/white/images/product/33.jpg	E:/My%20Templates/TSHOP/templatecycle.com/tshop/v-1.5/white/images/product/33.jpg	(from http://templatecycle.com/tshop/v-1.5/white/index.html)
16:20:20	24497/24497	---M--	200	added ('OK')	image/jpeg	date:Tue,%2010%20Nov%202015%2016:40:04%20GMT	http://templatecycle.com/tshop/v-1.5/white/images/product/35.jpg	E:/My%20Templates/TSHOP/templatecycle.com/tshop/v-1.5/white/images/product/35.jpg	(from http://templatecycle.com/tshop/v-1.5/white/index.html)
16:20:21	13622/13622	---M--	200	added ('OK')	image/jpeg	date:Tue,%2010%20Nov%202015%2016:39:49%20GMT	http://templatecycle.com/tshop/v-1.5/white/images/product/14.jpg	E:/My%20Templates/TSHOP/templatecycle.com/tshop/v-1.5/white/images/product/14.jpg	(from http://templatecycle.com/tshop/v-1.5/white/index.html)
16:20:21	37803/37803	---M--	200	added ('OK')	image/jpeg	date:Tue,%2010%20Nov%202015%2016:39:46%20GMT	http://templatecycle.com/tshop/v-1.5/white/images/product/10.jpg	E:/My%20Templates/TSHOP/templatecycle.com/tshop/v-1.5/white/images/product/10.jpg	(from http://templatecycle.com/tshop/v-1.5/white/index.html)
16:20:24	18676/18676	---M--	200	added ('OK')	image/jpeg	date:Tue,%2010%20Nov%202015%2016:40:43%20GMT	http://templatecycle.com/tshop/v-1.5/white/images/site/new-collection-1.jpg	E:/My%20Templates/TSHOP/templatecycle.com/tshop/v-1.5/white/images/site/new-collection-1.jpg	(from http://templatecycle.com/tshop/v-1.5/white/index.html)
16:20:24	22730/22730	---M--	200	added ('OK')	image/jpeg	date:Tue,%2010%20Nov%202015%2016:39:51%20GMT	http://templatecycle.com/tshop/v-1.5/white/images/product/17.jpg	E:/My%20Templates/TSHOP/templatecycle.com/tshop/v-1.5/white/images/product/17.jpg	(from http://templatecycle.com/tshop/v-1.5/white/index.html)
16:20:25	19867/19867	---M--	200	added ('OK')	image/jpeg	date:Tue,%2010%20Nov%202015%2016:40:43%20GMT	http://templatecycle.com/tshop/v-1.5/white/images/site/new-collection-2.jpg	E:/My%20Templates/TSHOP/templatecycle.com/tshop/v-1.5/white/images/site/new-collection-2.jpg	(from http://templatecycle.com/tshop/v-1.5/white/index.html)
16:20:25	2238/2238	---M--	200	added ('OK')	image/gif	date:Tue,%2010%20Nov%202015%2016:39:05%20GMT	http://templatecycle.com/tshop/v-1.5/white/images/brand/1.gif	E:/My%20Templates/TSHOP/templatecycle.com/tshop/v-1.5/white/images/brand/1.gif	(from http://templatecycle.com/tshop/v-1.5/white/index.html)
16:20:27	5410/5410	---M--	200	added ('OK')	image/png	date:Tue,%2010%20Nov%202015%2016:39:07%20GMT	http://templatecycle.com/tshop/v-1.5/white/images/brand/2.png	E:/My%20Templates/TSHOP/templatecycle.com/tshop/v-1.5/white/images/brand/2.png	(from http://templatecycle.com/tshop/v-1.5/white/index.html)
16:20:27	69403/69403	---M--	200	added ('OK')	image/jpeg	date:Tue,%2010%20Nov%202015%2016:40:06%20GMT	http://templatecycle.com/tshop/v-1.5/white/images/product/37.jpg	E:/My%20Templates/TSHOP/templatecycle.com/tshop/v-1.5/white/images/product/37.jpg	(from http://templatecycle.com/tshop/v-1.5/white/index.html)
16:20:28	5347/5347	---M--	200	added ('OK')	image/png	date:Tue,%2010%20Nov%202015%2016:39:07%20GMT	http://templatecycle.com/tshop/v-1.5/white/images/brand/3.png	E:/My%20Templates/TSHOP/templatecycle.com/tshop/v-1.5/white/images/brand/3.png	(from http://templatecycle.com/tshop/v-1.5/white/index.html)
16:20:28	28280/28280	---M--	200	added ('OK')	image/jpeg	date:Tue,%2010%20Nov%202015%2016:40:45%20GMT	http://templatecycle.com/tshop/v-1.5/white/images/site/new-collection-3.jpg	E:/My%20Templates/TSHOP/templatecycle.com/tshop/v-1.5/white/images/site/new-collection-3.jpg	(from http://templatecycle.com/tshop/v-1.5/white/index.html)
16:20:28	26462/26462	---M--	200	added ('OK')	image/jpeg	date:Tue,%2010%20Nov%202015%2016:40:45%20GMT	http://templatecycle.com/tshop/v-1.5/white/images/site/new-collection-4.jpg	E:/My%20Templates/TSHOP/templatecycle.com/tshop/v-1.5/white/images/site/new-collection-4.jpg	(from http://templatecycle.com/tshop/v-1.5/white/index.html)
16:20:28	3905/3905	---M--	200	added ('OK')	image/png	date:Tue,%2010%20Nov%202015%2016:39:08%20GMT	http://templatecycle.com/tshop/v-1.5/white/images/brand/4.png	E:/My%20Templates/TSHOP/templatecycle.com/tshop/v-1.5/white/images/brand/4.png	(from http://templatecycle.com/tshop/v-1.5/white/index.html)
16:20:28	3390/3390	---M--	200	added ('OK')	image/png	date:Tue,%2010%20Nov%202015%2016:39:08%20GMT	http://templatecycle.com/tshop/v-1.5/white/images/brand/5.png	E:/My%20Templates/TSHOP/templatecycle.com/tshop/v-1.5/white/images/brand/5.png	(from http://templatecycle.com/tshop/v-1.5/white/index.html)
16:20:28	2893/2893	---M--	200	added ('OK')	image/png	date:Tue,%2010%20Nov%202015%2016:39:09%20GMT	http://templatecycle.com/tshop/v-1.5/white/images/brand/6.png	E:/My%20Templates/TSHOP/templatecycle.com/tshop/v-1.5/white/images/brand/6.png	(from http://templatecycle.com/tshop/v-1.5/white/index.html)
16:20:28	2267/2267	---M--	200	added ('OK')	image/png	date:Tue,%2010%20Nov%202015%2016:39:09%20GMT	http://templatecycle.com/tshop/v-1.5/white/images/brand/7.png	E:/My%20Templates/TSHOP/templatecycle.com/tshop/v-1.5/white/images/brand/7.png	(from http://templatecycle.com/tshop/v-1.5/white/index.html)
16:20:29	2449/2449	---M--	200	added ('OK')	image/png	date:Tue,%2010%20Nov%202015%2016:39:09%20GMT	http://templatecycle.com/tshop/v-1.5/white/images/brand/8.png	E:/My%20Templates/TSHOP/templatecycle.com/tshop/v-1.5/white/images/brand/8.png	(from http://templatecycle.com/tshop/v-1.5/white/index.html)
16:20:29	6393/6393	---M--	200	added ('OK')	image/png	date:Tue,%2010%20Nov%202015%2016:42:22%20GMT	http://templatecycle.com/tshop/v-1.5/white/images/site/payment/master_card.png	E:/My%20Templates/TSHOP/templatecycle.com/tshop/v-1.5/white/images/site/payment/master_card.png	(from http://templatecycle.com/tshop/v-1.5/white/index.html)
16:20:29	3608/3608	---M--	200	added ('OK')	image/png	date:Tue,%2010%20Nov%202015%2016:42:23%20GMT	http://templatecycle.com/tshop/v-1.5/white/images/site/payment/visa_card.png	E:/My%20Templates/TSHOP/templatecycle.com/tshop/v-1.5/white/images/site/payment/visa_card.png	(from http://templatecycle.com/tshop/v-1.5/white/index.html)
16:20:29	3918/3918	---M--	200	added ('OK')	image/png	date:Tue,%2010%20Nov%202015%2016:42:22%20GMT	http://templatecycle.com/tshop/v-1.5/white/images/site/payment/paypal.png	E:/My%20Templates/TSHOP/templatecycle.com/tshop/v-1.5/white/images/site/payment/paypal.png	(from http://templatecycle.com/tshop/v-1.5/white/index.html)
16:20:29	5737/5737	---M--	200	added ('OK')	image/png	date:Tue,%2010%20Nov%202015%2016:42:20%20GMT	http://templatecycle.com/tshop/v-1.5/white/images/site/payment/american_express_card.png	E:/My%20Templates/TSHOP/templatecycle.com/tshop/v-1.5/white/images/site/payment/american_express_card.png	(from http://templatecycle.com/tshop/v-1.5/white/index.html)
16:20:30	4735/4735	---M--	200	added ('OK')	image/png	date:Tue,%2010%20Nov%202015%2016:42:20%20GMT	http://templatecycle.com/tshop/v-1.5/white/images/site/payment/discover_network_card.png	E:/My%20Templates/TSHOP/templatecycle.com/tshop/v-1.5/white/images/site/payment/discover_network_card.png	(from http://templatecycle.com/tshop/v-1.5/white/index.html)
16:20:30	2868/2868	---M--	200	added ('OK')	image/png	date:Tue,%2010%20Nov%202015%2016:42:21%20GMT	http://templatecycle.com/tshop/v-1.5/white/images/site/payment/google_wallet.png	E:/My%20Templates/TSHOP/templatecycle.com/tshop/v-1.5/white/images/site/payment/google_wallet.png	(from http://templatecycle.com/tshop/v-1.5/white/index.html)
16:20:32	47911/47911	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2010%20Nov%202015%2016:41:14%20GMT	http://templatecycle.com/tshop/v-1.5/white/assets/bootstrap/js/bootstrap.min.js	E:/My%20Templates/TSHOP/templatecycle.com/tshop/v-1.5/white/assets/bootstrap/js/bootstrap.min.js	(from http://templatecycle.com/tshop/v-1.5/white/index.html)
16:20:33	3708/3708	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2010%20Nov%202015%2016:38:14%20GMT	http://templatecycle.com/tshop/v-1.5/white/assets/js/jquery.easing.1.3.js	E:/My%20Templates/TSHOP/templatecycle.com/tshop/v-1.5/white/assets/js/jquery.easing.1.3.js	(from http://templatecycle.com/tshop/v-1.5/white/index.html)
16:20:33	1406/1406	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2010%20Nov%202015%2016:38:16%20GMT	http://templatecycle.com/tshop/v-1.5/white/assets/js/jquery.parallax-1.1.js	E:/My%20Templates/TSHOP/templatecycle.com/tshop/v-1.5/white/assets/js/jquery.parallax-1.1.js	(from http://templatecycle.com/tshop/v-1.5/white/index.html)
16:20:35	32756/32756	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2010%20Nov%202015%2016:38:14%20GMT	http://templatecycle.com/tshop/v-1.5/white/assets/js/jquery.cycle2.min.js	E:/My%20Templates/TSHOP/templatecycle.com/tshop/v-1.5/white/assets/js/jquery.cycle2.min.js	(from http://templatecycle.com/tshop/v-1.5/white/index.html)
16:20:35	34011/34011	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2010%20Nov%202015%2016:38:15%20GMT	http://templatecycle.com/tshop/v-1.5/white/assets/js/jquery.mCustomScrollbar.js	E:/My%20Templates/TSHOP/templatecycle.com/tshop/v-1.5/white/assets/js/jquery.mCustomScrollbar.js	(from http://templatecycle.com/tshop/v-1.5/white/index.html)
16:20:35	1695/1695	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2010%20Nov%202015%2016:41:22%20GMT	http://templatecycle.com/tshop/v-1.5/white/assets/js/helper-plugins/jquery.mousewheel.min.js	E:/My%20Templates/TSHOP/templatecycle.com/tshop/v-1.5/white/assets/js/helper-plugins/jquery.mousewheel.min.js	(from http://templatecycle.com/tshop/v-1.5/white/index.html)
16:20:35	93057/93057	---MC-	200	added ('OK')	text/javascript	date:Fri,%2016%20Oct%202015%2018:27:31%20GMT	https://ajax.googleapis.com/ajax/libs/jquery/1.10.1/jquery.min.js	E:/My%20Templates/TSHOP/ajax.googleapis.com/ajax/libs/jquery/1.10.1/jquery.min.js	(from http://templatecycle.com/tshop/v-1.5/white/index.html)
16:20:35	7729/7729	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2010%20Nov%202015%2016:41:38%20GMT	http://templatecycle.com/tshop/v-1.5/white/assets/plugins/icheck-1.x/icheck.min.js	E:/My%20Templates/TSHOP/templatecycle.com/tshop/v-1.5/white/assets/plugins/icheck-1.x/icheck.min.js	(from http://templatecycle.com/tshop/v-1.5/white/index.html)
16:20:36	1532/1532	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2010%20Nov%202015%2016:38:09%20GMT	http://templatecycle.com/tshop/v-1.5/white/assets/js/grids.js	E:/My%20Templates/TSHOP/templatecycle.com/tshop/v-1.5/white/assets/js/grids.js	(from http://templatecycle.com/tshop/v-1.5/white/index.html)
16:20:36	15253/15253	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2010%20Nov%202015%2016:38:21%20GMT	http://templatecycle.com/tshop/v-1.5/white/assets/js/owl.carousel.min.js	E:/My%20Templates/TSHOP/templatecycle.com/tshop/v-1.5/white/assets/js/owl.carousel.min.js	(from http://templatecycle.com/tshop/v-1.5/white/index.html)
16:20:36	62834/62834	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2013%20Nov%202015%2020:14:50%20GMT	http://cdnjs.cloudflare.com/ajax/libs/select2/4.0.0/js/select2.min.js	E:/My%20Templates/TSHOP/cdnjs.cloudflare.com/ajax/libs/select2/4.0.0/js/select2.min.js	(from http://templatecycle.com/tshop/v-1.5/white/index.html)
16:20:36	9499/9499	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2010%20Nov%202015%2016:38:07%20GMT	http://templatecycle.com/tshop/v-1.5/white/assets/js/bootstrap.touchspin.js	E:/My%20Templates/TSHOP/templatecycle.com/tshop/v-1.5/white/assets/js/bootstrap.touchspin.js	(from http://templatecycle.com/tshop/v-1.5/white/index.html)
16:20:37	971/971	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2010%20Nov%202015%2016:38:10%20GMT	http://templatecycle.com/tshop/v-1.5/white/assets/js/home.js	E:/My%20Templates/TSHOP/templatecycle.com/tshop/v-1.5/white/assets/js/home.js	(from http://templatecycle.com/tshop/v-1.5/white/index.html)
16:20:37	9491/9491	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2010%20Nov%202015%2016:38:22%20GMT	http://templatecycle.com/tshop/v-1.5/white/assets/js/script.js	E:/My%20Templates/TSHOP/templatecycle.com/tshop/v-1.5/white/assets/js/script.js	(from http://templatecycle.com/tshop/v-1.5/white/index.html)
16:20:38	20127/20127	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2010%20Nov%202015%2016:41:08%20GMT	http://templatecycle.com/tshop/v-1.5/white/assets/bootstrap/fonts/glyphicons-halflings-regular.eot	E:/My%20Templates/TSHOP/templatecycle.com/tshop/v-1.5/white/assets/bootstrap/fonts/glyphicons-halflings-regular.eot	(from http://templatecycle.com/tshop/v-1.5/white/assets/bootstrap/css/bootstrap.css)
16:20:40	18028/18028	---MCZ	200	added ('OK')	text/plain	date:Tue,%2010%20Nov%202015%2016:41:11%20GMT	http://templatecycle.com/tshop/v-1.5/white/assets/bootstrap/fonts/glyphicons-halflings-regular.woff2	E:/My%20Templates/TSHOP/templatecycle.com/tshop/v-1.5/white/assets/bootstrap/fonts/glyphicons-halflings-regular.woff2	(from http://templatecycle.com/tshop/v-1.5/white/assets/bootstrap/css/bootstrap.css)
16:20:42	23424/23424	---M--	200	added ('OK')	application/x-font-woff	date:Tue,%2010%20Nov%202015%2016:41:10%20GMT	http://templatecycle.com/tshop/v-1.5/white/assets/bootstrap/fonts/glyphicons-halflings-regular.woff	E:/My%20Templates/TSHOP/templatecycle.com/tshop/v-1.5/white/assets/bootstrap/fonts/glyphicons-halflings-regular.woff	(from http://templatecycle.com/tshop/v-1.5/white/assets/bootstrap/css/bootstrap.css)
16:20:42	20127/20127	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2010%20Nov%202015%2016:41:08%20GMT	http://templatecycle.com/tshop/v-1.5/white/assets/bootstrap/fonts/glyphicons-halflings-regular.eot?	E:/My%20Templates/TSHOP/templatecycle.com/tshop/v-1.5/white/assets/bootstrap/fonts/glyphicons-halflings-regulard41d.eot	(from http://templatecycle.com/tshop/v-1.5/white/assets/bootstrap/css/bootstrap.css)
16:20:42	108738/108738	---MCZ	200	added ('OK')	image/svg+xml	date:Tue,%2010%20Nov%202015%2016:41:09%20GMT	http://templatecycle.com/tshop/v-1.5/white/assets/bootstrap/fonts/glyphicons-halflings-regular.svg	E:/My%20Templates/TSHOP/templatecycle.com/tshop/v-1.5/white/assets/bootstrap/fonts/glyphicons-halflings-regular.svg	(from http://templatecycle.com/tshop/v-1.5/white/assets/bootstrap/css/bootstrap.css)
16:20:42	4983/4983	---MCZ	200	added ('OK')	text/css	date:Tue,%2010%20Nov%202015%2016:37:39%20GMT	http://templatecycle.com/tshop/v-1.5/white/assets/css/owl.carousel.css	E:/My%20Templates/TSHOP/templatecycle.com/tshop/v-1.5/white/assets/css/owl.carousel.css	(from http://templatecycle.com/tshop/v-1.5/white/assets/css/style.css)
16:20:42	1161/1161	---MCZ	200	added ('OK')	text/css	date:Tue,%2010%20Nov%202015%2016:37:39%20GMT	http://templatecycle.com/tshop/v-1.5/white/assets/css/owl.theme.css	E:/My%20Templates/TSHOP/templatecycle.com/tshop/v-1.5/white/assets/css/owl.theme.css	(from http://templatecycle.com/tshop/v-1.5/white/assets/css/style.css)
16:20:42	45404/45404	---M--	200	added ('OK')	application/x-font-ttf	date:Tue,%2010%20Nov%202015%2016:41:10%20GMT	http://templatecycle.com/tshop/v-1.5/white/assets/bootstrap/fonts/glyphicons-halflings-regular.ttf	E:/My%20Templates/TSHOP/templatecycle.com/tshop/v-1.5/white/assets/bootstrap/fonts/glyphicons-halflings-regular.ttf	(from http://templatecycle.com/tshop/v-1.5/white/assets/bootstrap/css/bootstrap.css)
16:20:43	27169/27169	---MCZ	200	added ('OK')	text/css	date:Tue,%2010%20Nov%202015%2016:37:31%20GMT	http://templatecycle.com/tshop/v-1.5/white/assets/css/font-awesome.css	E:/My%20Templates/TSHOP/templatecycle.com/tshop/v-1.5/white/assets/css/font-awesome.css	(from http://templatecycle.com/tshop/v-1.5/white/assets/css/style.css)
16:20:43	58282/58282	---MCZ	200	added ('OK')	text/css	date:Tue,%2010%20Nov%202015%2016:37:28%20GMT	http://templatecycle.com/tshop/v-1.5/white/assets/css/animate.min.css	E:/My%20Templates/TSHOP/templatecycle.com/tshop/v-1.5/white/assets/css/animate.min.css	(from http://templatecycle.com/tshop/v-1.5/white/assets/css/style.css)
16:20:43	11259/11259	---MCZ	200	added ('OK')	text/css	date:Tue,%2010%20Nov%202015%2016:37:36%20GMT	http://templatecycle.com/tshop/v-1.5/white/assets/css/jquery.mCustomScrollbar.css	E:/My%20Templates/TSHOP/templatecycle.com/tshop/v-1.5/white/assets/css/jquery.mCustomScrollbar.css	(from http://templatecycle.com/tshop/v-1.5/white/assets/css/style.css)
